id,state_ut_name,year,jail_type,male_convicts,female_convicts,total_convicts,male_under_trial,female_under_trial,total_under_trial,male_detenues,female_detenues,total_detenues,male_others,female_others,total_others,total_male,total_female,grand_total
1867,Mizoram,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,Mizoram,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,Mizoram,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,Mizoram,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,Mizoram,2012,Total,310,9,319,475,53,528,0,0,0,0,0,0,785,62,847
1872,Nagaland,2001,Central Jail,40,0,40,225,0,225,52,0,52,0,0,0,317,0,317
1873,Nagaland,2001,District Jail,14,0,14,205,6,211,0,0,0,0,0,0,219,6,225
1874,Nagaland,2001,Sub_Jail,12,2,14,97,12,109,0,0,0,0,0,0,109,14,123
1875,Nagaland,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,Nagaland,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,Nagaland,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,Nagaland,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,Nagaland,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,Nagaland,2001,Total,66,2,68,527,18,545,52,0,52,0,0,0,645,20,665
1881,Nagaland,2002,Central Jail,7,0,7,263,0,263,57,0,57,0,0,0,327,0,327
1882,Nagaland,2002,District Jail,13,0,13,183,5,188,0,0,0,0,0,0,196,5,201
1883,Nagaland,2002,Sub_Jail,9,1,10,87,6,93,0,0,0,0,0,0,96,7,103
1884,Nagaland,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,Nagaland,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,Nagaland,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,Nagaland,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Nagaland,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,Nagaland,2002,Total,29,1,30,533,11,544,57,0,57,0,0,0,619,12,631
1890,Nagaland,2003,Central Jail,70,0,70,121,0,121,72,0,72,0,0,0,263,0,263
1891,Nagaland,2003,District Jail,9,0,9,189,7,196,0,0,0,0,0,0,198,7,205
1892,Nagaland,2003,Sub_Jail,9,1,10,84,6,90,0,0,0,0,0,0,93,7,100
1893,Nagaland,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,Nagaland,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,Nagaland,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,Nagaland,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,Nagaland,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,Nagaland,2003,Total,88,1,89,394,13,407,72,0,72,0,0,0,554,14,568
1899,Nagaland,2004,Central Jail,104,0,104,119,0,119,37,0,37,0,0,0,260,0,260
1900,Nagaland,2004,District Jail,16,0,16,140,10,150,0,0,0,0,0,0,156,10,166
1901,Nagaland,2004,Sub_Jail,40,1,41,115,6,121,1,0,1,0,0,0,156,7,163
1902,Nagaland,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,Nagaland,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,Nagaland,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,Nagaland,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,Nagaland,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,Nagaland,2004,Total,160,1,161,374,16,390,38,0,38,0,0,0,572,17,589
1908,Nagaland,2005,Central Jail,85,0,85,166,0,166,24,0,24,0,0,0,275,0,275
1909,Nagaland,2005,District Jail,15,0,15,178,5,183,0,0,0,0,0,0,193,5,198
1910,Nagaland,2005,Sub_Jail,13,4,17,124,11,135,0,0,0,0,0,0,137,15,152
1911,Nagaland,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,Nagaland,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,Nagaland,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,Nagaland,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,Nagaland,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,Nagaland,2005,Total,113,4,117,468,16,484,24,0,24,0,0,0,605,20,625
1917,Nagaland,2006,Central Jail,94,0,94,142,0,142,20,0,20,0,0,0,256,0,256
1918,Nagaland,2006,District Jail,15,0,15,158,5,163,0,0,0,0,0,0,173,5,178
1919,Nagaland,2006,Sub_Jail,18,6,24,198,14,212,1,3,4,0,0,0,217,23,240
1920,Nagaland,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,Nagaland,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,Nagaland,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,Nagaland,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,Nagaland,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,Nagaland,2006,Total,127,6,133,498,19,517,21,3,24,0,0,0,646,28,674
1926,Nagaland,2007,Central Jail,71,0,71,123,0,123,5,0,5,0,0,0,199,0,199
1927,Nagaland,2007,District Jail,10,0,10,131,7,138,0,0,0,0,0,0,141,7,148
1928,Nagaland,2007,Sub_Jail,14,6,20,128,5,133,1,0,1,0,0,0,143,11,154
1929,Nagaland,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,Nagaland,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,Nagaland,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,Nagaland,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,Nagaland,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,Nagaland,2007,Total,95,6,101,382,12,394,6,0,6,0,0,0,483,18,501
1935,Nagaland,2008,Central Jail,94,0,94,137,0,137,63,0,63,0,0,0,294,0,294
1936,Nagaland,2008,District Jail,35,1,36,101,2,103,0,0,0,0,0,0,136,3,139
1937,Nagaland,2008,Sub_Jail,25,5,30,148,8,156,0,0,0,0,0,0,173,13,186
1938,Nagaland,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,Nagaland,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,Nagaland,2008,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,Nagaland,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,Nagaland,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,Nagaland,2008,Total,154,6,160,386,10,396,63,0,63,0,0,0,603,16,619
1944,Nagaland,2009,Central Jail,95,0,95,146,0,146,42,0,42,0,0,0,283,0,283
1945,Nagaland,2009,District Jail,32,0,32,96,4,100,0,0,0,0,0,0,128,4,132
1946,Nagaland,2009,Sub_Jail,25,2,27,170,11,181,0,0,0,0,0,0,195,13,208
1947,Nagaland,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,Nagaland,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,Nagaland,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,Nagaland,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Nagaland,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,Nagaland,2009,Total,152,2,154,412,15,427,42,0,42,0,0,0,606,17,623
1953,Nagaland,2010,Central Jail,96,0,96,152,0,152,33,0,33,0,0,0,281,0,281
1954,Nagaland,2010,District Jail,41,1,42,81,4,85,0,0,0,0,0,0,122,5,127
1955,Nagaland,2010,Sub_Jail,22,3,25,78,10,88,0,0,0,0,0,0,100,13,113
1956,Nagaland,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,Nagaland,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,Nagaland,2010,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,Nagaland,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,Nagaland,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,Nagaland,2010,Total,159,4,163,311,14,325,33,0,33,0,0,0,503,18,521
1962,Nagaland,2011,Central Jail,74,0,74,106,0,106,70,0,70,0,0,0,250,0,250
1963,Nagaland,2011,District Jail,36,1,37,91,2,93,0,0,0,0,0,0,127,3,130
1964,Nagaland,2011,Sub_Jail,13,6,19,94,6,100,2,1,3,0,0,0,109,13,122
1965,Nagaland,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,Nagaland,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,Nagaland,2011,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,Nagaland,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,Nagaland,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1970,Nagaland,2011,Total,123,7,130,291,8,299,72,1,73,0,0,0,486,16,502
1971,Nagaland,2012,Central Jail,67,0,67,69,0,69,16,0,16,1,0,1,153,0,153
1972,Nagaland,2012,District Jail,27,1,28,73,4,77,0,0,0,0,0,0,100,5,105
1973,Nagaland,2012,Sub_Jail,26,4,30,101,6,107,2,1,3,0,0,0,129,11,140
1974,Nagaland,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,Nagaland,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,Nagaland,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,Nagaland,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,Nagaland,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,Nagaland,2012,Total,120,5,125,243,10,253,18,1,19,1,0,1,382,16,398
1980,Orissa,2001,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,Orissa,2001,District Jail,2214,13,2227,3257,76,3333,30,0,30,45,0,45,5546,89,5635
1982,Orissa,2001,Sub_Jail,318,1,319,4027,154,4181,10,0,10,0,0,0,4355,155,4510
1983,Orissa,2001,Women Jail,0,37,37,0,3,3,0,0,0,0,0,0,0,40,40
1984,Orissa,2001,Borstal School,80,0,80,176,0,176,1,0,1,0,0,0,257,0,257
1985,Orissa,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,Orissa,2001,Special Jail,152,1,153,1059,16,1075,4,0,4,1,0,1,1216,17,1233
1987,Orissa,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,Orissa,2001,Total,2764,52,2816,8519,249,8768,45,0,45,46,0,46,11374,301,11675
1989,Orissa,2002,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,Orissa,2002,District Jail,2313,38,2351,3613,105,3718,0,0,0,37,0,37,5963,143,6106
1991,Orissa,2002,Sub_Jail,339,2,341,4457,155,4612,0,0,0,6,0,6,4802,157,4959
1992,Orissa,2002,Women Jail,0,8,8,0,6,6,0,0,0,0,0,0,0,14,14
1993,Orissa,2002,Borstal School,96,0,96,131,0,131,0,0,0,1,0,1,228,0,228
1994,Orissa,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Orissa,2002,Special Jail,178,1,179,1123,26,1149,0,0,0,2,0,2,1303,27,1330
1996,Orissa,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Orissa,2002,Total,2926,49,2975,9324,292,9616,0,0,0,46,0,46,12296,341,12637
1998,Orissa,2003,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Orissa,2003,District Jail,2582,53,2635,3572,101,3673,0,0,0,22,0,22,6176,154,6330
2000,Orissa,2003,Sub_Jail,339,1,340,4654,152,4806,0,0,0,12,0,12,5005,153,5158
2001,Orissa,2003,Women Jail,0,10,10,0,10,10,0,0,0,0,0,0,0,20,20
2002,Orissa,2003,Borstal School,81,0,81,143,0,143,0,0,0,1,0,1,225,0,225
2003,Orissa,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Orissa,2003,Special Jail,224,2,226,981,27,1008,0,0,0,0,0,0,1205,29,1234
2005,Orissa,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Orissa,2003,Total,3226,66,3292,9350,290,9640,0,0,0,35,0,35,12611,356,12967
2007,Orissa,2004,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Orissa,2004,District Jail,2837,49,2886,3526,107,3633,3,0,3,14,1,15,6380,157,6537
2009,Orissa,2004,Sub_Jail,401,5,406,4579,154,4733,3,0,3,9,0,9,4992,159,5151
2010,Orissa,2004,Women Jail,0,9,9,0,5,5,0,0,0,0,0,0,0,14,14
2011,Orissa,2004,Borstal School,72,0,72,163,0,163,1,0,1,1,0,1,237,0,237
2012,Orissa,2004,Open Jail,50,0,50,0,0,0,0,0,0,0,0,0,50,0,50
2013,Orissa,2004,Special Jail,255,2,257,881,29,910,2,0,2,0,0,0,1138,31,1169
2014,Orissa,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Orissa,2004,Total,3615,65,3680,9149,295,9444,9,0,9,24,1,25,12797,361,13158
2016,Orissa,2005,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Orissa,2005,District Jail,3169,62,3231,3477,124,3601,15,0,15,17,0,17,6678,186,6864
2018,Orissa,2005,Sub_Jail,483,6,489,4791,189,4980,0,0,0,8,0,8,5282,195,5477
2019,Orissa,2005,Women Jail,0,16,16,0,12,12,0,0,0,0,0,0,0,28,28
2020,Orissa,2005,Borstal School,109,0,109,198,0,198,0,0,0,0,0,0,307,0,307
2021,Orissa,2005,Open Jail,39,0,39,0,0,0,0,0,0,0,0,0,39,0,39
2022,Orissa,2005,Special Jail,308,4,312,912,17,929,0,0,0,2,0,2,1222,21,1243
2023,Orissa,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Orissa,2005,Total,4108,88,4196,9378,342,9720,15,0,15,27,0,27,13528,430,13958
2025,Orissa,2006,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Orissa,2006,District Jail,3234,68,3302,3741,124,3865,0,0,0,22,1,23,6997,193,7190
2027,Orissa,2006,Sub_Jail,578,7,585,5009,224,5233,0,0,0,9,0,9,5596,231,5827
2028,Orissa,2006,Women Jail,0,12,12,0,9,9,0,0,0,0,0,0,0,21,21
2029,Orissa,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,Orissa,2006,Open Jail,68,0,68,0,0,0,0,0,0,0,0,0,68,0,68
2031,Orissa,2006,Special Jail,301,4,305,947,29,976,0,0,0,0,0,0,1248,33,1281
2032,Orissa,2006,Others,93,0,93,164,0,164,0,0,0,0,0,0,257,0,257
2033,Orissa,2006,Total,4274,91,4365,9861,386,10247,0,0,0,31,1,32,14166,478,14644
2034,Orissa,2007,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,Orissa,2007,District Jail,3248,75,3323,4011,195,4206,3,0,3,0,0,0,7262,270,7532
2036,Orissa,2007,Sub_Jail,517,9,526,5320,279,5599,0,0,0,0,0,0,5837,288,6125
2037,Orissa,2007,Women Jail,0,14,14,0,14,14,0,0,0,0,0,0,0,28,28
2038,Orissa,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Orissa,2007,Open Jail,59,0,59,0,0,0,0,0,0,0,0,0,59,0,59
2040,Orissa,2007,Special Jail,324,5,329,982,29,1011,0,0,0,0,0,0,1306,34,1340
2041,Orissa,2007,Others,94,0,94,190,0,190,0,0,0,0,0,0,284,0,284
2042,Orissa,2007,Total,4242,103,4345,10503,517,11020,3,0,3,0,0,0,14748,620,15368
2043,Orissa,2008,Central Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Orissa,2008,District Jail,3105,87,3192,3575,111,3686,12,0,12,0,0,0,6692,198,6890
2045,Orissa,2008,Sub_Jail,558,16,574,4994,231,5225,0,0,0,0,0,0,5552,247,5799
2046,Orissa,2008,Women Jail,0,12,12,0,16,16,0,0,0,0,0,0,0,28,28
2047,Orissa,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Orissa,2008,Open Jail,102,0,102,0,0,0,0,0,0,0,0,0,102,0,102
2049,Orissa,2008,Special Jail,322,7,329,872,34,906,0,0,0,0,0,0,1194,41,1235
2050,Orissa,2008,Others,91,0,91,219,9,228,0,0,0,0,0,0,310,9,319
2051,Orissa,2008,Total,4178,122,4300,9660,401,10061,12,0,12,0,0,0,13850,523,14373
2052,Orissa,2009,Central Jail,963,33,996,1414,55,1469,0,0,0,0,0,0,2377,88,2465
2053,Orissa,2009,District Jail,1742,43,1785,1722,73,1795,0,0,0,0,0,0,3464,116,3580
2054,Orissa,2009,Sub_Jail,760,16,776,4911,207,5118,0,0,0,0,0,0,5671,223,5894
2055,Orissa,2009,Women Jail,0,10,10,0,9,9,0,0,0,0,0,0,0,19,19
2056,Orissa,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Orissa,2009,Open Jail,98,0,98,0,0,0,0,0,0,0,0,0,98,0,98
2058,Orissa,2009,Special Jail,256,6,262,857,40,897,0,0,0,0,0,0,1113,46,1159
2059,Orissa,2009,Others,96,0,96,216,7,223,0,0,0,0,0,0,312,7,319
2060,Orissa,2009,Total,3915,108,4023,9120,391,9511,0,0,0,0,0,0,13035,499,13534
2061,Orissa,2010,Central Jail,847,37,884,1268,23,1291,0,0,0,0,0,0,2115,60,2175
2062,Orissa,2010,District Jail,1538,39,1577,1970,87,2057,0,0,0,0,0,0,3508,126,3634
2063,Orissa,2010,Sub_Jail,1101,21,1122,4130,223,4353,0,0,0,0,0,0,5231,244,5475
2064,Orissa,2010,Women Jail,0,12,12,0,9,9,0,0,0,0,0,0,0,21,21
2065,Orissa,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,Orissa,2010,Open Jail,112,0,112,0,0,0,0,0,0,0,0,0,112,0,112
2067,Orissa,2010,Special Jail,239,5,244,734,34,768,0,0,0,0,0,0,973,39,1012
2068,Orissa,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,Orissa,2010,Total,3837,114,3951,8102,376,8478,0,0,0,0,0,0,11939,490,12429
2070,Orissa,2011,Central Jail,837,41,878,1326,35,1361,0,0,0,0,0,0,2163,76,2239
2071,Orissa,2011,District Jail,1437,37,1474,1800,67,1867,0,0,0,0,0,0,3237,104,3341
2072,Orissa,2011,Sub_Jail,1023,18,1041,4861,185,5046,0,0,0,0,0,0,5884,203,6087
2073,Orissa,2011,Women Jail,0,12,12,0,10,10,0,0,0,0,0,0,0,22,22
2074,Orissa,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,Orissa,2011,Open Jail,65,0,65,0,0,0,0,0,0,0,0,0,65,0,65
2076,Orissa,2011,Special Jail,227,4,231,734,34,768,0,0,0,0,0,0,961,38,999
2077,Orissa,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Orissa,2011,Total,3589,112,3701,8721,331,9052,0,0,0,0,0,0,12310,443,12753
2079,Orissa,2012,Central Jail,1049,37,1086,1637,55,1692,0,0,0,0,0,0,2686,92,2778
2080,Orissa,2012,District Jail,1079,27,1106,1724,57,1781,0,0,0,0,0,0,2803,84,2887
2081,Orissa,2012,Sub_Jail,1064,25,1089,4718,219,4937,0,0,0,0,0,0,5782,244,6026
2082,Orissa,2012,Women Jail,0,8,8,0,11,11,0,0,0,0,0,0,0,19,19
2083,Orissa,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Orissa,2012,Open Jail,100,0,100,0,0,0,0,0,0,0,0,0,100,0,100
2085,Orissa,2012,Special Jail,233,8,241,787,29,816,0,0,0,0,0,0,1020,37,1057
2086,Orissa,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Orissa,2012,Total,3525,105,3630,8866,371,9237,0,0,0,0,0,0,12391,476,12867
2088,Punjab,2001,Central Jail,2954,63,3017,5786,269,6055,12,0,12,133,2,135,8885,334,9219
2089,Punjab,2001,District Jail,375,4,379,931,80,1011,0,0,0,1,0,1,1307,84,1391
2090,Punjab,2001,Sub_Jail,52,0,52,755,0,755,0,0,0,1,0,1,808,0,808
2091,Punjab,2001,Women Jail,0,103,103,0,104,104,0,0,0,0,3,3,0,210,210
2092,Punjab,2001,Borstal School,94,0,94,233,0,233,0,0,0,0,0,0,327,0,327
2093,Punjab,2001,Open Jail,22,0,22,0,0,0,0,0,0,0,0,0,22,0,22
2094,Punjab,2001,Special Jail,27,0,27,50,0,50,0,0,0,0,0,0,77,0,77
2095,Punjab,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Punjab,2001,Total,3524,170,3694,7755,453,8208,12,0,12,135,5,140,11426,628,12054
2097,Punjab,2002,Central Jail,3018,82,3100,5391,273,5664,0,0,0,0,0,0,8409,355,8764
2098,Punjab,2002,District Jail,519,26,545,1184,100,1284,12,0,12,0,0,0,1715,126,1841
2099,Punjab,2002,Sub_Jail,74,0,74,828,0,828,0,0,0,0,0,0,902,0,902
2100,Punjab,2002,Women Jail,0,151,151,0,98,98,0,0,0,0,0,0,0,249,249
2101,Punjab,2002,Borstal School,89,0,89,239,0,239,0,0,0,0,0,0,328,0,328
2102,Punjab,2002,Open Jail,25,0,25,0,0,0,0,0,0,0,0,0,25,0,25
2103,Punjab,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Punjab,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,Punjab,2002,Total,3725,259,3984,7642,471,8113,12,0,12,0,0,0,11379,730,12109
2106,Punjab,2003,Central Jail,3232,72,3304,6223,333,6556,2,0,2,31,0,31,9488,405,9893
2107,Punjab,2003,District Jail,708,27,735,1227,104,1331,0,0,0,0,0,0,1935,131,2066
2108,Punjab,2003,Sub_Jail,55,0,55,560,0,560,0,0,0,0,0,0,615,0,615
2109,Punjab,2003,Women Jail,0,165,165,0,101,101,0,0,0,0,0,0,0,266,266
2110,Punjab,2003,Borstal School,125,0,125,234,0,234,0,0,0,0,0,0,359,0,359
2111,Punjab,2003,Open Jail,33,0,33,0,0,0,0,0,0,0,0,0,33,0,33
2112,Punjab,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,Punjab,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,Punjab,2003,Total,4153,264,4417,8244,538,8782,2,0,2,31,0,31,12430,802,13232
2115,Punjab,2004,Central Jail,3786,65,3851,6928,291,7219,4,0,4,15,0,15,10733,356,11089
2116,Punjab,2004,District Jail,737,31,768,1421,106,1527,19,0,19,0,0,0,2177,137,2314
2117,Punjab,2004,Sub_Jail,91,0,91,842,0,842,0,0,0,0,0,0,933,0,933
2118,Punjab,2004,Women Jail,0,178,178,0,104,104,0,0,0,0,0,0,0,282,282
2119,Punjab,2004,Borstal School,110,0,110,309,0,309,0,0,0,0,0,0,419,0,419
2120,Punjab,2004,Open Jail,27,0,27,0,0,0,0,0,0,0,0,0,27,0,27
2121,Punjab,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Punjab,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,Punjab,2004,Total,4751,274,5025,9500,501,10001,23,0,23,15,0,15,14289,775,15064
2124,Punjab,2005,Central Jail,3855,105,3960,6544,319,6863,3,0,3,9,0,9,10411,424,10835
2125,Punjab,2005,District Jail,673,36,709,1316,92,1408,20,0,20,2,0,2,2011,128,2139
2126,Punjab,2005,Sub_Jail,188,0,188,961,0,961,0,0,0,0,0,0,1149,0,1149
2127,Punjab,2005,Women Jail,0,96,96,0,132,132,0,0,0,0,0,0,0,228,228
2128,Punjab,2005,Borstal School,77,0,77,208,0,208,0,0,0,0,0,0,285,0,285
2129,Punjab,2005,Open Jail,42,0,42,0,0,0,0,0,0,0,0,0,42,0,42
2130,Punjab,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,Punjab,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Punjab,2005,Total,4835,237,5072,9029,543,9572,23,0,23,11,0,11,13898,780,14678
2133,Punjab,2006,Central Jail,3841,120,3961,6593,342,6935,2,0,2,4,0,4,10440,462,10902
2134,Punjab,2006,District Jail,910,39,949,1392,69,1461,18,0,18,0,0,0,2320,108,2428
2135,Punjab,2006,Sub_Jail,241,0,241,1059,0,1059,0,0,0,0,0,0,1300,0,1300
2136,Punjab,2006,Women Jail,0,98,98,0,108,108,0,0,0,0,0,0,0,206,206
2137,Punjab,2006,Borstal School,62,0,62,188,0,188,0,0,0,0,0,0,250,0,250
2138,Punjab,2006,Open Jail,29,0,29,0,0,0,0,0,0,0,0,0,29,0,29
2139,Punjab,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,Punjab,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2141,Punjab,2006,Total,5083,257,5340,9232,519,9751,20,0,20,4,0,4,14339,776,15115
2142,Punjab,2007,Central Jail,3434,114,3548,7293,398,7691,0,0,0,13,0,13,10740,512,11252
2143,Punjab,2007,District Jail,924,31,955,1654,78,1732,16,0,16,0,0,0,2594,109,2703
2144,Punjab,2007,Sub_Jail,247,0,247,1183,0,1183,0,0,0,3,0,3,1433,0,1433
2145,Punjab,2007,Women Jail,0,69,69,0,145,145,0,0,0,0,0,0,0,214,214
2146,Punjab,2007,Borstal School,85,0,85,230,0,230,0,0,0,0,0,0,315,0,315
2147,Punjab,2007,Open Jail,55,0,55,0,0,0,0,0,0,0,0,0,55,0,55
2148,Punjab,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2149,Punjab,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2150,Punjab,2007,Total,4745,214,4959,10360,621,10981,16,0,16,16,0,16,15137,835,15972
2151,Punjab,2008,Central Jail,3872,152,4024,6908,316,7224,1,0,1,1,0,1,10782,468,11250
2152,Punjab,2008,District Jail,937,30,967,1671,120,1791,12,0,12,0,0,0,2620,150,2770
2153,Punjab,2008,Sub_Jail,241,0,241,1145,0,1145,0,0,0,1,0,1,1387,0,1387
2154,Punjab,2008,Women Jail,0,82,82,0,122,122,0,0,0,0,0,0,0,204,204
